Country Name,Country Code,Year,GDP_per_capita,Unemployment_rate
Ethiopia,ETH,1996.0,147.327458851964,3.146
European Union,EUU,1996.0,19754.8396788627,11.1430361327697
Fragile and conflict affected situations,FCS,1996.0,819.805893485945,5.32945828196112
Finland,FIN,1996.0,25756.6777073618,15.572
Fiji,FJI,1996.0,2648.32766264,4.633
France,FRA,1996.0,26757.6351494145,12.367
Gabon,GAB,1996.0,4942.67870027615,17.347
United Kingdom,GBR,1996.0,24406.400298359,8.189
Georgia,GEO,1996.0,689.034413652597,11.5
Ghana,GHA,1996.0,389.271267898831,7.083
Guinea,GIN,1996.0,726.025442583799,4.5
"Gambia, The",GMB,1996.0,651.784945724837,10.235
Guinea-Bissau,GNB,1996.0,614.729892454585,3.022
Equatorial Guinea,GNQ,1996.0,391.686868235732,7.792
Greece,GRC,1996.0,13432.5262183244,10.402
Guatemala,GTM,1996.0,1481.05986750672,2.625
Guyana,GUY,1996.0,927.523847211669,11.611
High income,HIC,1996.0,21744.9733606176,7.74015904579409
"Hong Kong SAR, China",HKG,1996.0,24818.3021600084,2.83
Honduras,HND,1996.0,883.311249797422,4.37
Heavily indebted poor countries (HIPC),HPC,1996.0,357.637645738291,4.96491454854859
Croatia,HRV,1996.0,5299.6410536193,9.68
Haiti,HTI,1996.0,377.229465025972,7.325
Hungary,HUN,1996.0,4525.03910312241,10.022
IBRD only,IBD,1996.0,1420.57608923044,6.04951039496404
IDA & IBRD total,IBT,1996.0,1232.56216051687,5.7262491402393
IDA total,IDA,1996.0,541.525215718729,4.28056714936036
IDA blend,IDB,1996.0,914.561547003938,3.83273190534569
Indonesia,IDN,1996.0,1118.92133024129,4.861
IDA only,IDX,1996.0,354.067789566159,4.50073193167269
India,IND,1996.0,401.046754673579,7.558
Ireland,IRL,1996.0,20835.8973666717,11.692
"Iran, Islamic Rep.",IRN,1996.0,1914.78121290985,9.1
Iraq,IRQ,1996.0,485.258492784825,8.527
Iceland,ISL,1996.0,27614.8770273122,3.6
Israel,ISR,1996.0,20180.3770456889,8.455
Italy,ITA,1996.0,23122.9337219116,11.864
Jamaica,JAM,1996.0,2928.89692611996,6.62
Jordan,JOR,1996.0,1410.17424189419,13.7
Japan,JPN,1996.0,39150.0396308089,3.383
Kazakhstan,KAZ,1996.0,1281.39152895397,12.96
Kenya,KEN,1996.0,440.527078880876,2.783
Kyrgyz Republic,KGZ,1996.0,394.856922269739,1.525
Cambodia,KHM,1996.0,324.655870983004,0.963
"Korea, Rep.",KOR,1996.0,13402.994604707,2.048
Kuwait,KWT,1996.0,18201.0958607918,0.7
Latin America & Caribbean (excluding high income),LAC,1996.0,4221.89221883889,8.06156649957761
Lao PDR,LAO,1996.0,371.341879197673,2.449
Lebanon,LBN,1996.0,3393.05090749359,8.435
Liberia,LBR,1996.0,71.4065248720036,2.354
Libya,LBY,1996.0,5591.02027544558,19.296
St. Lucia,LCA,1996.0,5244.01665086076,16.33
Latin America & Caribbean,LCN,1996.0,4295.18496326926,8.30631791461415
Least developed countries: UN classification,LDC,1996.0,296.5157326412,4.47680391314183
Low income,LIC,1996.0,265.227528404092,4.72849901950928
Sri Lanka,LKA,1996.0,776.192371057587,11.35
Lower middle income,LMC,1996.0,580.79510917895,6.05303745128393
Low & middle income,LMY,1996.0,1123.76469865618,5.44235274506212
Lesotho,LSO,1996.0,479.671394625707,15.788
Late-demographic dividend,LTE,1996.0,1691.67217360844,4.66259073242738
Lithuania,LTU,1996.0,2340.67545970008,16.4
Luxembourg,LUX,1996.0,50444.3591236175,3.286
Latvia,LVA,1996.0,2360.1714816213,20.7
"Macao SAR, China",MAC,1996.0,17289.5517956917,4.249
Morocco,MAR,1996.0,1596.83239746094,13.398
Moldova,MDA,1996.0,575.145455139019,7.9
Madagascar,MDG,1996.0,339.877283663608,6.087
Maldives,MDV,1996.0,1716.74281753716,1.013
Middle East & North Africa,MEA,1996.0,2713.99744013328,11.3328208818672
Mexico,MEX,1996.0,4674.36792733681,5.465
Middle income,MIC,1996.0,1194.42772377094,5.49468630575076
North Macedonia,MKD,1996.0,2306.53366957635,38.8
Mali,MLI,1996.0,267.161312421177,1.424
Malta,MLT,1996.0,10061.6952382544,6.337
Myanmar,MMR,1996.0,141.897267580367,0.758
Middle East & North Africa (excluding high income),MNA,1996.0,1431.50291427811,12.2055734021714
Mongolia,MNG,1996.0,595.5810149554,5.533
Mozambique,MOZ,1996.0,244.362651012498,2.764
Mauritania,MRT,1996.0,904.120879798142,9.794
Mauritius,MUS,1996.0,3951.94494649336,9.505
Malawi,MWI,1996.0,320.662735559137,4.955
Malaysia,MYS,1996.0,4837.16897250768,2.52
North America,NAC,1996.0,29112.2451436921,5.86183834660521
Namibia,NAM,1996.0,2423.3982907313,22.835
New Caledonia,NCL,1996.0,17592.0502745845,18.64
Niger,NER,1996.0,239.494513213973,1.498
Nigeria,NGA,1996.0,1632.72469370276,4.056
Nicaragua,NIC,1996.0,910.861645917295,7.102
Netherlands,NLD,1996.0,29063.6236532536,6.421
Norway,NOR,1996.0,37321.9741993473,5.036
Nepal,NPL,1996.0,198.821907435345,10.443
New Zealand,NZL,1996.0,18794.436039393,6.29
OECD members,OED,1996.0,22192.1872320439,7.54845249819128
Oman,OMN,1996.0,8068.00076784612,4.247
Other small states,OSS,1996.0,5131.23619362529,9.43009937273701
Pakistan,PAK,1996.0,456.996961832943,0.616
Panama,PAN,1996.0,3308.18429574276,6.524
Peru,PER,1996.0,2226.91682429265,4.931
Philippines,PHL,1996.0,1311.09249403865,3.613
Papua New Guinea,PNG,1996.0,1071.04185150251,2.734
Poland,POL,1996.0,4163.51195431959,12.684
Pre-demographic dividend,PRE,1996.0,673.243641189152,5.19268733645266
Puerto Rico,PRI,1996.0,12173.163688986,13.64
Portugal,PRT,1996.0,12185.0914010629,7.298
Paraguay,PRY,1996.0,2088.17109102236,8.15
West Bank and Gaza,PSE,1996.0,1317.46675131385,10.731
Pacific island small states,PSS,1996.0,2061.83692907551,4.02635031377061
Post-demographic dividend,PST,1996.0,25075.516486781,7.55890512144881
French Polynesia,PYF,1996.0,18475.7253329475,11.934
Qatar,QAT,1996.0,17124.7920861356,0.87
Romania,ROU,1996.0,1633.01064354117,6.74
Russian Federation,RUS,1996.0,2643.92919921875,9.665
Rwanda,RWA,1996.0,206.04911417485,11.586
South Asia,SAS,1996.0,402.882318107841,6.60162188175068
Saudi Arabia,SAU,1996.0,11471.5045960191,5.852
Sudan,SDN,1996.0,294.826965332031,15.624
Senegal,SEN,1996.0,723.469950081149,2.84
Singapore,SGP,1996.0,26232.866096827,3.57
Solomon Islands,SLB,1996.0,1289.33036923435,1.89
Sierra Leone,SLE,1996.0,224.258589380272,4.216
El Salvador,SLV,1996.0,1651.31016800895,7.68
Somalia,SOM,1996.0,237.241440951671,19.651
Serbia,SRB,1996.0,3053.90516860949,13.2
Sub-Saharan Africa (excluding high income),SSA,1996.0,875.305863437617,6.37525754922705
Sub-Saharan Africa,SSF,1996.0,876.072826252737,6.37525754922705
Small states,SST,1996.0,4595.29211914893,9.35518418790443
Sao Tome and Principe,STP,1996.0,987.048712395264,14.342
Suriname,SUR,1996.0,1962.88495820295,10.88
Slovak Republic,SVK,1996.0,5247.70081044708,11.341
Slovenia,SVN,1996.0,10796.7399446283,6.886
Sweden,SWE,1996.0,33022.5649478838,9.547
Eswatini,SWZ,1996.0,1619.19119707662,22.074
Syrian Arab Republic,SYR,1996.0,918.195857362788,7.222
Chad,TCD,1996.0,216.912541056484,0.703
East Asia & Pacific (IDA & IBRD countries),TEA,1996.0,883.920203241304,3.1198949743781
Europe & Central Asia (IDA & IBRD countries),TEC,1996.0,2172.97947895812,9.97942478649557
Togo,TGO,1996.0,452.068436882428,3.666
Thailand,THA,1996.0,3054.65690806473,1.071
Tajikistan,TJK,1996.0,172.035088688368,4.05
Turkmenistan,TKM,1996.0,557.894220051334,10.3
Latin America & the Caribbean (IDA & IBRD countries),TLA,1996.0,4256.72388882856,8.2833826671729
Timor-Leste,TLS,1996.0,344.013327625123,3.479
Middle East & North Africa (IDA & IBRD countries),TMN,1996.0,1432.62310181328,12.2165848631705
Tonga,TON,1996.0,2214.91444159434,2.408
South Asia (IDA & IBRD),TSA,1996.0,402.882318107841,6.60162188175068
Sub-Saharan Africa (IDA & IBRD countries),TSS,1996.0,876.072826252738,6.37525754922705
Trinidad and Tobago,TTO,1996.0,4427.27832448289,16.25
Tunisia,TUN,1996.0,2107.40815649257,16.059
Turkiye,TUR,1996.0,2929.15394930619,6.629
Tanzania,TZA,1996.0,313.658386230469,3.469
Uganda,UGA,1996.0,284.698259285733,3.213
Ukraine,UKR,1996.0,869.846069335938,7.65
Upper middle income,UMC,1996.0,1723.49482421648,5.13013248012269
Uruguay,URY,1996.0,6398.43575184095,11.93
United States,USA,1996.0,29967.7127181749,5.451
Uzbekistan,UZB,1996.0,597.33228695111,10.7
St. Vincent and the Grenadines,VCT,1996.0,2930.44394742606,20.339
"Venezuela, RB",VEN,1996.0,3112.825848106,11.77
Viet Nam,VNM,1996.0,337.051231790277,1.93
Vanuatu,VUT,1996.0,1529.27573115021,8.108
World,WLD,1996.0,5472.95382197868,5.99253885959213
Samoa,WSM,1996.0,1419.35849045228,3.516
"Yemen, Rep.",YEM,1996.0,375.214994663363,9.585
South Africa,ZAF,1996.0,3617.55336002932,22.48
Zambia,ZMB,1996.0,399.511304742449,15.3
Zimbabwe,ZWE,1996.0,766.523628920379,6.163
Africa Eastern and Southern,AFE,1997.0,767.68418779028,7.78365441542562
Africa Western and Central,AFW,1997.0,1088.99680679674,4.31373545449228
Angola,AGO,1997.0,521.702725075533,16.172
Albania,ALB,1997.0,717.380047745673,16.872
Arab World,ARB,1997.0,2305.6160606318,12.011082437016
United Arab Emirates,ARE,1997.0,27982.7957040564,1.904
Argentina,ARG,1997.0,8146.78710021431,14.82
Armenia,ARM,1997.0,505.035887057966,10.8
Australia,AUS,1997.0,23646.6230457327,8.367
Austria,AUT,1997.0,26571.7523626508,5.15
Azerbaijan,AZE,1997.0,505.516204188336,9.1
Burundi,BDI,1997.0,160.278342046962,3.116
Belgium,BEL,1997.0,24820.9380503896,8.95
Benin,BEN,1997.0,344.550491498963,1.099
Burkina Faso,BFA,1997.0,223.853958525611,2.416
Bangladesh,BGD,1997.0,379.284917709635,2.698
Bulgaria,BGR,1997.0,1361.40938439884,13.7
Bahrain,BHR,1997.0,12254.6662583128,1.129
"Bahamas, The",BHS,1997.0,20367.5732702056,9.76
Bosnia and Herzegovina,BIH,1997.0,913.813399054859,22.378
Belarus,BLR,1997.0,1396.6571872706,17.1
Belize,BLZ,1997.0,4016.62941603892,12.68
Bolivia,BOL,1997.0,970.351843368594,2.08
Brazil,BRA,1997.0,5299.39630404412,9.003
Barbados,BRB,1997.0,9521.57127377123,14.61
Brunei Darussalam,BRN,1997.0,25522.3975481543,5.186
Bhutan,BTN,1997.0,630.447410148304,1.393
Botswana,BWA,1997.0,3194.18106145858,21.048
Central African Republic,CAF,1997.0,265.5212823896,5.449
Canada,CAN,1997.0,21901.5628548392,9.1
Central Europe and the Baltics,CEB,1997.0,3756.47878610941,9.46153105263524
Switzerland,CHE,1997.0,41584.441782159,4.127
Chile,CHL,1997.0,5741.95842991193,7.136
China,CHN,1997.0,781.74256121344,3.23
Cote d'Ivoire,CIV,1997.0,1124.65674867927,3.973
Cameroon,CMR,1997.0,783.251601945462,7.864
"Congo, Dem. Rep.",COD,1997.0,132.323561066627,3.166
"Congo, Rep.",COG,1997.0,804.304050086499,19.886
Colombia,COL,1997.0,2873.20018821653,12.14
Comoros,COM,1997.0,717.727664950347,4.564
Cabo Verde,CPV,1997.0,1133.57422614008,13.078
Costa Rica,CRI,1997.0,3407.776128985,5.68
Caribbean small states,CSS,1997.0,5609.7530153828,12.7315368187016
Cuba,CUB,1997.0,2306.42483397336,7.1
Cyprus,CYP,1997.0,14234.2412109375,3.4
Czechia,CZE,1997.0,6069.38762357837,4.674
Germany,DEU,1997.0,27046.9565464237,9.861
Djibouti,DJI,1997.0,748.232840194914,27.156
Denmark,DNK,1997.0,32779.879045297,5.4
Dominican Republic,DOM,1997.0,2448.89393535363,6.324
Algeria,DZA,1997.0,1628.76100561506,25.43
East Asia & Pacific (excluding high income),EAP,1997.0,892.131533755281,3.20347877632994
Early-demographic dividend,EAR,1997.0,1247.75312959665,6.80671756099829
East Asia & Pacific,EAS,1997.0,3896.45123485557,3.24782198209408
Europe & Central Asia (excluding high income),ECA,1997.0,1598.60501450736,10.1064956610518
Europe & Central Asia,ECS,1997.0,12204.3016028793,10.5231039852197
Ecuador,ECU,1997.0,2340.76600026857,4.431
"Egypt, Arab Rep.",EGY,1997.0,1146.20172117634,8.37
Euro area,EMU,1997.0,21582.2302139193,11.6419654851093
Eritrea,ERI,1997.0,318.980960831984,5.328
Spain,ESP,1997.0,14722.3717633536,20.698
Estonia,EST,1997.0,3682.95230146695,10.369
Ethiopia,ETH,1997.0,143.369531498844,3.255
European Union,EUU,1997.0,18093.3886626398,10.9626535174364
Fragile and conflict affected situations,FCS,1997.0,898.160350779437,5.42842092170189
Finland,FIN,1997.0,24682.29083271,14.967
Fiji,FJI,1997.0,2573.72338605678,4.728
France,FRA,1997.0,24169.4008102822,12.566
Gabon,GAB,1997.0,4508.75340541142,17.197
United Kingdom,GBR,1997.0,26766.0056249684,7.072
Georgia,GEO,1997.0,807.032285752352,11.5
Ghana,GHA,1997.0,377.841935501461,7.636
Guinea,GIN,1997.0,695.58174225826,4.458
"Gambia, The",GMB,1997.0,600.224023405754,10.053
Guinea-Bissau,GNB,1997.0,598.953470198484,2.986
Equatorial Guinea,GNQ,1997.0,717.041481576821,7.832
Greece,GRC,1997.0,13015.9175046854,10.472
Guatemala,GTM,1997.0,1638.46281851789,2.61
Guyana,GUY,1997.0,982.804753805587,11.624
High income,HIC,1997.0,21270.5228948986,7.74956476697107
"Hong Kong SAR, China",HKG,1997.0,27330.0933613355,2.22
Honduras,HND,1997.0,944.930102441707,3.32
Heavily indebted poor countries (HIPC),HPC,1997.0,364.1367865309,4.90294026855075
Croatia,HRV,1997.0,5331.02343858808,9.71
Haiti,HTI,1997.0,425.111085879256,6.978
Hungary,HUN,1997.0,4596.18262235195,8.991
IBRD only,IBD,1997.0,1485.9999753162,6.16295846231937
IDA & IBRD total,IBT,1997.0,1284.52928580741,5.81225728681077
IDA total,IDA,1997.0,552.640480280502,4.26209826074355
IDA blend,IDB,1997.0,935.558997995014,3.81396599790602
Indonesia,IDN,1997.0,1044.60674832472,4.684
IDA only,IDX,1997.0,359.993565755798,4.48420864306311
India,IND,1997.0,416.228116203753,7.61
Ireland,IRL,1997.0,22551.1139134126,10.191
"Iran, Islamic Rep.",IRN,1997.0,1790.06617576107,9.681
Iraq,IRQ,1997.0,936.341170908421,8.286
Iceland,ISL,1997.0,27919.1854966562,3.72
Israel,ISR,1997.0,20432.8376406454,9.751
Italy,ITA,1997.0,21883.9872666651,11.985
Jamaica,JAM,1997.0,3296.91634805083,6.703
Jordan,JOR,1997.0,1435.87593846863,13.739
Japan,JPN,1997.0,35638.2319556941,3.374
Kazakhstan,KAZ,1997.0,1381.63593295187,13.01
Kenya,KEN,1997.0,466.723814611399,2.827
Kyrgyz Republic,KGZ,1997.0,376.427970135858,1.551
Cambodia,KHM,1997.0,297.59041960803,0.638
"Korea, Rep.",KOR,1997.0,12398.4904543462,2.608
Kuwait,KWT,1997.0,16977.3895620399,0.7
Latin America & Caribbean (excluding high income),LAC,1997.0,4533.55775817622,7.9437457462625
Lao PDR,LAO,1997.0,339.09319241187,2.352
Lebanon,LBN,1997.0,3834.0590787531,8.62
Liberia,LBR,1997.0,122.627993745516,2.256
Libya,LBY,1997.0,6061.81366033598,19.437
St. Lucia,LCA,1997.0,5282.37011402006,20.47
Latin America & Caribbean,LCN,1997.0,4634.54790214067,8.15437920278586
Least developed countries: UN classification,LDC,1997.0,301.843257559806,4.47214401259656
Low income,LIC,1997.0,275.35020044545,4.75878676845654
Sri Lanka,LKA,1997.0,827.035756058631,10.6
Lower middle income,LMC,1997.0,596.508427984902,6.10295870254639
Low & middle income,LMY,1997.0,1172.39911103607,5.48825208196306
Lesotho,LSO,1997.0,501.981388900965,15.896
Late-demographic dividend,LTE,1997.0,1754.06643331655,4.93607277284308
Lithuania,LTU,1997.0,2844.16286797492,14.13
Luxembourg,LUX,1997.0,46641.6408754876,2.527
Latvia,LVA,1997.0,2609.89308697195,17.569
"Macao SAR, China",MAC,1997.0,17415.6982810978,3.261
Morocco,MAR,1997.0,1426.30114746094,14.023
Moldova,MDA,1997.0,657.29213459795,7.9
Madagascar,MDG,1997.0,284.371843967244,5.969
Maldives,MDV,1997.0,1898.43225010526,1.24
Middle East & North Africa,MEA,1997.0,2785.24531158792,11.1060037925172
Mexico,MEX,1997.0,5567.35599516667,4.235
Middle income,MIC,1997.0,1247.16114200323,5.54192031298857
North Macedonia,MKD,1997.0,1959.56073782188,36.0
Mali,MLI,1997.0,253.332746924326,1.414
Malta,MLT,1997.0,9893.3092968134,6.333
Myanmar,MMR,1997.0,108.039770292032,0.769
Middle East & North Africa (excluding high income),MNA,1997.0,1475.93650543546,11.9454150385523
Montenegro,MNE,1997.0,1375.32668139586,30.298
Mongolia,MNG,1997.0,515.298004947316,5.613
Mozambique,MOZ,1997.0,287.532091475389,2.7
Mauritania,MRT,1997.0,859.28395817576,9.815
Mauritius,MUS,1997.0,3695.73668844327,9.39
Malawi,MWI,1997.0,366.954461274104,4.723
Malaysia,MYS,1997.0,4678.56390058182,2.45
North America,NAC,1997.0,30518.0637694345,5.40301547573426
Namibia,NAM,1997.0,2459.64511763936,24.45
New Caledonia,NCL,1997.0,15704.9593483537,18.381
Niger,NER,1997.0,220.562957209,1.502
Nigeria,NGA,1997.0,1720.27540949396,3.977
Nicaragua,NIC,1997.0,912.757397585973,7.079
Netherlands,NLD,1997.0,26744.9601318097,5.511
Norway,NOR,1997.0,36629.0309036621,4.687
Nepal,NPL,1997.0,211.834869589153,10.535
New Zealand,NZL,1997.0,17474.187029724,6.857
OECD members,OED,1997.0,21688.6880611336,7.25824900860572
Oman,OMN,1997.0,8234.64063759005,4.188
Other small states,OSS,1997.0,5101.50330869539,9.5394218007399
Pakistan,PAK,1997.0,438.030942680153,0.631
Panama,PAN,1997.0,3545.97670881078,6.406
Peru,PER,1997.0,2300.67200774461,4.768
Philippines,PHL,1997.0,1273.27604875636,3.598
Papua New Guinea,PNG,1997.0,989.721550965343,2.856
Poland,POL,1997.0,4137.00831823145,10.964
Pre-demographic dividend,PRE,1997.0,719.362441538345,5.09342313033355
Puerto Rico,PRI,1997.0,12817.6449621352,13.8
Portugal,PRT,1997.0,11575.5071124358,6.571
Paraguay,PRY,1997.0,2078.50841313824,5.36
West Bank and Gaza,PSE,1997.0,1389.16497137651,10.507
Pacific island small states,PSS,1997.0,2037.02607814833,4.16487856196602
Post-demographic dividend,PST,1997.0,24454.1577505992,7.36332529136879
French Polynesia,PYF,1997.0,16423.0214308681,11.877
Qatar,QAT,1997.0,20522.8012995179,0.87
Romania,ROU,1997.0,1577.33656023974,5.515
Russian Federation,RUS,1997.0,2737.57202148438,11.813
Rwanda,RWA,1997.0,238.749371368214,11.217
South Asia,SAS,1997.0,413.962671042475,6.64045490574753
Saudi Arabia,SAU,1997.0,11545.3455998551,5.327
Sudan,SDN,1997.0,373.09375,15.305
Senegal,SEN,1997.0,650.776321407448,2.776
Singapore,SGP,1997.0,26375.8653668113,2.5
Solomon Islands,SLB,1997.0,1292.23951946469,2.022
Sierra Leone,SLE,1997.0,199.880103221332,4.253
El Salvador,SLV,1997.0,1748.92111971129,7.98
Somalia,SOM,1997.0,280.112724233259,19.267
Serbia,SRB,1997.0,3573.50440240049,13.8
Sub-Saharan Africa (excluding high income),SSA,1997.0,897.049940791209,6.33675160303829
Sub-Saharan Africa,SSF,1997.0,897.895191683272,6.33675160303829
Small states,SST,1997.0,4782.7901959143,9.41471130615607
Sao Tome and Principe,STP,1997.0,661.668232822488,14.421
Suriname,SUR,1997.0,2067.59814938391,10.56
Slovak Republic,SVK,1997.0,5172.41757491248,11.894
Slovenia,SVN,1997.0,10436.7260661871,6.658
Sweden,SWE,1997.0,30324.4510931063,10.359
Eswatini,SWZ,1997.0,1705.39874942229,22.5
Syrian Arab Republic,SYR,1997.0,940.826589804978,7.31
Chad,TCD,1997.0,201.384076969355,0.732
East Asia & Pacific (IDA & IBRD countries),TEA,1997.0,902.953678245499,3.21148767006564
Europe & Central Asia (IDA & IBRD countries),TEC,1997.0,2239.37083914079,10.6483147591901
Togo,TGO,1997.0,448.001096915436,3.677
Thailand,THA,1997.0,2473.14096982086,0.873
Tajikistan,TJK,1997.0,150.088550171239,4.15
Turkmenistan,TKM,1997.0,565.022638048501,11.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997.0,4593.92900414223,8.1385394354541
Timor-Leste,TLS,1997.0,348.86424098109,3.433
Middle East & North Africa (IDA & IBRD countries),TMN,1997.0,1476.81070429751,11.9562612980097
Tonga,TON,1997.0,2135.52136447708,2.857
South Asia (IDA & IBRD),TSA,1997.0,413.962671042475,6.64045490574753
Sub-Saharan Africa (IDA & IBRD countries),TSS,1997.0,897.895191683273,6.33675160303829
Trinidad and Tobago,TTO,1997.0,4393.94496943068,15.01
Tunisia,TUN,1997.0,2202.06090620956,15.94
Turkiye,TUR,1997.0,3020.99347061272,6.841
Tanzania,TZA,1997.0,363.597686767578,3.338
Uganda,UGA,1997.0,286.846637912964,3.247
Ukraine,UKR,1997.0,987.489807128906,8.93
Upper middle income,UMC,1997.0,1813.50704994493,5.17061024406353
Uruguay,URY,1997.0,7436.29342620682,11.44
United States,USA,1997.0,31459.1299691554,5.0
Uzbekistan,UZB,1997.0,620.59129581366,10.9
St. Vincent and the Grenadines,VCT,1997.0,3073.7784743848,20.116
"Venezuela, RB",VEN,1997.0,3710.82688355096,11.16
Viet Nam,VNM,1997.0,361.643884085566,2.87
Vanuatu,VUT,1997.0,1562.03090670153,8.24
World,WLD,1997.0,5375.47438759961,6.02239065084773
Samoa,WSM,1997.0,1607.88744330521,3.78
"Yemen, Rep.",YEM,1997.0,382.584928722421,10.223
South Africa,ZAF,1997.0,3700.23554789867,22.518
Zambia,ZMB,1997.0,465.871942164799,13.305
Zimbabwe,ZWE,1997.0,750.193613324108,6.93
Africa Eastern and Southern,AFE,1998.0,697.352692614161,7.81273363600731
Africa Western and Central,AFW,1998.0,1137.74449616425,4.32404850194229
Angola,AGO,1998.0,429.188654099367,16.371
Albania,ALB,1998.0,813.789396580449,20.042
Arab World,ARB,1998.0,2192.61188801001,11.9646898565116
United Arab Emirates,ARE,1998.0,24889.4269192279,2.068
Argentina,ARG,1998.0,8218.99212764682,12.65
Armenia,ARM,1998.0,590.239947333459,9.4
Australia,AUS,1998.0,21479.1142020092,7.684
Austria,AUT,1998.0,27212.4642905708,5.483
Azerbaijan,AZE,1998.0,561.906807871869,10.0
Burundi,BDI,1998.0,144.456948255536,3.159
Belgium,BEL,1998.0,25338.4432934904,9.322
Benin,BEN,1998.0,361.601983057505,1.048
Burkina Faso,BFA,1998.0,249.53173292493,2.44
Bangladesh,BGD,1998.0,385.616881752796,2.893
Bulgaria,BGR,1998.0,1820.44866449942,12.2
Bahrain,BHR,1998.0,11625.0343768343,1.117
"Bahamas, The",BHS,1998.0,21667.448821694,7.65
Bosnia and Herzegovina,BIH,1998.0,1006.70479669823,23.295
Belarus,BLR,1998.0,1511.25979105507,14.0
Belize,BLZ,1998.0,4127.93718607471,14.31
Bolivia,BOL,1998.0,1022.14506519545,2.121
Brazil,BRA,1998.0,5105.89099544117,10.15
Barbados,BRB,1998.0,10734.3637242884,12.4
Brunei Darussalam,BRN,1998.0,17769.2463626025,5.347
Bhutan,BTN,1998.0,638.278962310609,1.4
Botswana,BWA,1998.0,2981.19639702109,20.86
Central African Republic,CAF,1998.0,266.570544600384,5.421
Canada,CAN,1998.0,21024.5850687045,8.278
Central Europe and the Baltics,CEB,1998.0,4117.28929638001,9.19134382326191
Switzerland,CHE,1998.0,42680.5867322391,3.568
Channel Islands,CHI,1998.0,40472.6653548172,6.498
Chile,CHL,1998.0,5419.82417295755,7.307
China,CHN,1998.0,828.594691043134,3.24
Cote d'Ivoire,CIV,1998.0,1177.37133815342,4.1
Cameroon,CMR,1998.0,798.745621406677,7.702
"Congo, Dem. Rep.",COD,1998.0,131.461348425942,3.188
"Congo, Rep.",COG,1998.0,660.379775085784,19.895
Colombia,COL,1998.0,2605.99938059023,15.0
Comoros,COM,1998.0,716.432240082977,4.617
Cabo Verde,CPV,1998.0,1186.74294773086,13.117
Costa Rica,CRI,1998.0,3617.45756666726,5.33
Caribbean small states,CSS,1998.0,6038.83730334883,12.297994654612
Cuba,CUB,1998.0,2332.30656133119,6.23
Cyprus,CYP,1998.0,15092.828125,3.3
Czechia,CZE,1998.0,6526.59635780951,6.455
Germany,DEU,1998.0,27395.9440608051,9.787
Djibouti,DJI,1998.0,735.349107889529,27.013
Denmark,DNK,1998.0,33346.4884298957,5.039
Dominican Republic,DOM,1998.0,2607.85457321405,6.301
Algeria,DZA,1998.0,1603.36623200836,26.853
East Asia & Pacific (excluding high income),EAP,1998.0,804.47153068713,3.37390522425585
Early-demographic dividend,EAR,1998.0,1209.04634665798,6.9169546453782
East Asia & Pacific,EAS,1998.0,3448.60461976565,3.53889313054046
Europe & Central Asia (excluding high income),ECA,1998.0,1940.27767700641,11.0080274252343
Europe & Central Asia,ECS,1998.0,12504.2196690023,10.6914741670305
Ecuador,ECU,1998.0,2284.01572847769,4.395
"Egypt, Arab Rep.",EGY,1998.0,1212.82259820477,8.03
Euro area,EMU,1998.0,22144.6948635535,11.2045752544234
Eritrea,ERI,1998.0,341.91736400208,5.441
Spain,ESP,1998.0,15382.3348573373,18.673
Estonia,EST,1998.0,4093.39247738765,9.51
Ethiopia,ETH,1998.0,126.465095781244,3.494
European Union,EUU,1998.0,18616.335854369,10.5276504397723
Fragile and conflict affected situations,FCS,1998.0,901.056044528515,5.67145415997568
Finland,FIN,1998.0,25999.9861694953,13.214
Fiji,FJI,1998.0,2010.49636073149,4.747
France,FRA,1998.0,24869.4030795939,12.074
Gabon,GAB,1998.0,3699.99513906504,17.176
United Kingdom,GBR,1998.0,28274.5045119699,6.198
Georgia,GEO,1998.0,851.515542450841,14.53
Ghana,GHA,1998.0,400.366799508524,8.2
Guinea,GIN,1998.0,647.379920832778,4.488
"Gambia, The",GMB,1998.0,610.234711461724,9.956
Guinea-Bissau,GNB,1998.0,497.724279563733,3.39
Equatorial Guinea,GNQ,1998.0,577.868525342745,7.886
Greece,GRC,1998.0,13022.9648774809,12.227
Guatemala,GTM,1998.0,1741.20114182856,2.609
Guyana,GUY,1998.0,939.685488169724,11.731
High income,HIC,1998.0,21125.8778151119,7.8209416782006
"Hong Kong SAR, China",HKG,1998.0,25808.8609899709,4.58
Honduras,HND,1998.0,1021.15818843434,4.02
Heavily indebted poor countries (HIPC),HPC,1998.0,365.949109042981,4.9664348658401
Croatia,HRV,1998.0,5712.58985659548,11.392
Haiti,HTI,1998.0,465.363306259051,7.162
Hungary,HUN,1998.0,4744.21226429639,8.925
IBRD only,IBD,1998.0,1426.81931535622,6.39420630137524
IDA & IBRD total,IBT,1998.0,1238.08040334307,6.01309191553187
IDA total,IDA,1998.0,561.223676221385,4.3474823825126
IDA blend,IDB,1998.0,954.330276644055,3.94275332929299
Indonesia,IDN,1998.0,454.877800792123,5.459
IDA only,IDX,1998.0,363.16349410533,4.54788926748006
India,IND,1998.0,413.630864056851,7.639
Ireland,IRL,1998.0,24294.8547674007,7.699
"Iran, Islamic Rep.",IRN,1998.0,1709.19334095949,10.358
